locus_tag	old_locus_tag	gene	Name	start	end	strand	product	note	type	ID	NCBI
MSMEG_5435	MSMEG_5435		MSMEG_5435	5517344	5518981	-	long-chain-fatty-acid--CoA ligase	activates fatty acids by binding to coenzyme A	gene	gene5433	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5435
MSMEG_5436	MSMEG_5436	ispE	ispE	5519402	5520370	-	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	catalyzes the phosphorylation of 4-diphosphocytidyl-2-C-methyl-D-erythritol in the nonmevalonate pathway of isoprenoid biosynthesis	gene	gene5434	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5436
MSMEG_5437	MSMEG_5437		MSMEG_5437	5520425	5521288	+	serine/threonine protein kinase	identified by match to protein family HMM PF00069%3B match to protein family HMM PF01163	gene	gene5435	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5437
MSMEG_5438	MSMEG_5438	ksgA	ksgA	5521390	5522283	-	dimethyladenosine transferase	catalyzes the transfer of a total of four methyl groups from S-adenosyl-l-methionine (S-AdoMet) to two adjacent adenosine bases A1518 and A1519 in 16S rRNA%3B mutations in ksgA causes resistance to the translation initiation inhibitor kasugamycin	gene	gene5436	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5438
MSMEG_5439	MSMEG_5439		MSMEG_5439	5522319	5523446	-	resuscitation-promoting factor RpfB	identified by match to protein family HMM PF03990%3B match to protein family HMM PF06737%3B match to protein family HMM PF07501	gene	gene5437	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5439
MSMEG_5440	MSMEG_5440		MSMEG_5440	5523539	5524393	-	deoxyribonuclease	identified by match to protein family HMM PF01026%3B match to protein family HMM TIGR00010	gene	gene5438	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5440
MSMEG_5441	MSMEG_5441	metG	metG	5524418	5525965	+	methionyl-tRNA synthetase	methionine--tRNA ligase%3B MetRS%3B adds methionine to tRNA(Met) with cleavage of ATP to AMP and diphosphate%3B some MetRS enzymes form dimers depending on a C-terminal domain that is also found in other proteins such as Trbp111 in Aquifex aeolicus and the cold-shock protein CsaA from Bacillus subtilis while others do not%3B four subfamilies exist based on sequence motifs and zinc content	gene	gene5439	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5441
MSMEG_5442	MSMEG_5442		MSMEG_5442	5525967	5527316	+	glutamate dehydrogenase	converts 2-oxoglutarate to glutamate%3B in Escherichia coli this enzyme plays a role in glutamate synthesis when the cell is under energy restriction%3B uses NADPH%3B forms a homohexamer	gene	gene5440	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5442
MSMEG_5443	MSMEG_5443		MSMEG_5443	5527410	5528603	+	dehydrogenase	identified by match to protein family HMM PF00070%3B match to protein family HMM PF07992	gene	gene5441	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5443
MSMEG_5444	MSMEG_5444		MSMEG_5444	5528600	5529505	+	RNA polymerase sigma-70 factor protein	identified by match to protein family HMM PF04542%3B match to protein family HMM PF04545%3B match to protein family HMM TIGR02937%3B match to protein family HMM TIGR02957	gene	gene5442	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5444
MSMEG_5445	MSMEG_5445		MSMEG_5445	5530749	5531585	-	hypothetical protein	identified by match to protein family HMM PF00590%3B match to protein family HMM TIGR00096	gene	gene5444	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5445
MSMEG_5446	MSMEG_5446	pabB	pabB	5529526	5530779	+	aminodeoxychorismate synthase component I	catalyzes the formation of 4-amino-4-deoxychorismate from chorismate and glutamine	gene	gene5443	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5446
MSMEG_5447	MSMEG_5447		MSMEG_5447	5531610	5533160	+	dolichyl-phosphate-mannose-protein mannosyltransferase	identified by match to protein family HMM PF02366	gene	gene5445	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5447
MSMEG_5448	MSMEG_5448	arcA	arcA	5534381	5535589	-	arginine deiminase	catalyzes the degradation of arginine to citruline and ammonia	gene	gene5447	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5448
MSMEG_5449	MSMEG_5449		MSMEG_5449	5533473	5534486	+	hypothetical protein		gene	gene5446	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5449
MSMEG_5450	MSMEG_5450	soxR	soxR	5535642	5536067	+	redox-sensitive transcriptional activator SoxR	identified by similarity to SP:P22538%3B match to protein family HMM PF00376%3B match to protein family HMM TIGR01950	gene	gene5448	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5450
MSMEG_5451	MSMEG_5451		MSMEG_5451	5536101	5536697	+	alkylated DNA repair protein		gene	gene5449	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5451
MSMEG_5452	MSMEG_5452		MSMEG_5452	5536711	5537388	-	hypothetical protein		gene	gene5450	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5452
MSMEG_5453	MSMEG_5453		MSMEG_5453	5537418	5538080	-	hypothetical protein		gene	gene5451	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5453
MSMEG_5454	MSMEG_5454		MSMEG_5454	5538195	5539166	+	choloylglycine hydrolase	identified by match to protein family HMM PF02275	gene	gene5452	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5454
MSMEG_5455	MSMEG_5455		MSMEG_5455	5539167	5540630	-	PE family protein		gene	gene5453	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5455
MSMEG_5456	MSMEG_5456		MSMEG_5456	5540925	5541641	+	MK35 lipoprotein		gene	gene5454	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5456
MSMEG_5457	MSMEG_5457		MSMEG_5457	5541650	5542498	-	shikimate 5-dehydrogenase	catalyzes the conversion of shikimate to 3-dehydroshikimate	gene	gene5455	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5457
MSMEG_5458	MSMEG_5458		MSMEG_5458	5542495	5543496	-	cyclic nucleotide-binding protein	identified by match to protein family HMM PF00027	gene	gene5456	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5458
MSMEG_5459	MSMEG_5459		MSMEG_5459	5543529	5543693	-	hypothetical protein		gene	gene5457	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5459
MSMEG_5460	MSMEG_5460		MSMEG_5460	5543717	5544271	-	hypothetical protein		gene	gene5458	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5460
MSMEG_5461	MSMEG_5461		MSMEG_5461	5544268	5544540	-	hypothetical protein		gene	gene5459	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5461
MSMEG_5462	MSMEG_5462	rarD	rarD	5545249	5546187	+	RarD protein	identified by match to protein family HMM TIGR00688	gene	gene5460	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5462
MSMEG_5463	MSMEG_5463		MSMEG_5463	5546238	5547116	+	6-phosphogluconate dehydrogenase	identified by match to protein family HMM PF03446	gene	gene5461	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5463
MSMEG_5464	MSMEG_5464		MSMEG_5464	5547113	5548270	+	integral membrane transporter	identified by match to protein family HMM PF07690	gene	gene5462	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5464
MSMEG_5465	MSMEG_5465		MSMEG_5465	5548969	5549820	-	AraC family transcriptional regulator	identified by match to protein family HMM PF00165%3B match to protein family HMM PF02311	gene	gene5464	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5465
MSMEG_5466	MSMEG_5466		MSMEG_5466	5548286	5549011	+	oxidoreductase	identified by match to protein family HMM PF00106%3B match to protein family HMM PF01370	gene	gene5463	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5466
MSMEG_5467	MSMEG_5467		MSMEG_5467	5550049	5550124	-	tRNA-Ala		tRNA	gene5465	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5467
MSMEG_5468	MSMEG_5468		MSMEG_5468	5550191	5551345	-	hypothetical protein		gene	gene5466	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5468
MSMEG_5469	MSMEG_5469		MSMEG_5469	5551581	5552210	-	GNAT family acetyltransferase	identified by match to protein family HMM PF00583	gene	gene5467	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5469
MSMEG_5470	MSMEG_5470		MSMEG_5470	5552239	5553486	-	molybdopterin biosynthesis protein MoeA 1	identified by match to protein family HMM PF00994%3B match to protein family HMM PF03453%3B match to protein family HMM PF03454%3B match to protein family HMM TIGR00177	gene	gene5468	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5470
MSMEG_5471	MSMEG_5471	galU	galU	5553543	5554439	-	UTP-glucose-1-phosphate uridylyltransferase	identified by match to protein family HMM PF00483	gene	gene5469	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5471
MSMEG_5472	MSMEG_5472		MSMEG_5472	5554506	5555090	+	5%2C10-methenyltetrahydrofolate synthetase	identified by match to protein family HMM PF01812%3B match to protein family HMM TIGR02727	gene	gene5470	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5472
MSMEG_5473	MSMEG_5473		MSMEG_5473	5555211	5557037	+	transporter	identified by match to protein family HMM PF00324	gene	gene5471	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5473
MSMEG_5474	MSMEG_5474		MSMEG_5474	5557034	5557930	+	universal stress protein family protein	identified by match to protein family HMM PF00582	gene	gene5472	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5474
MSMEG_5475	MSMEG_5475		MSMEG_5475	5557934	5558698	-	acetate operon repressor	identified by match to protein family HMM PF01614	gene	gene5473	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5475
MSMEG_5476	MSMEG_5476	gcl	gcl	5558806	5560602	-	glyoxylate carboligase	catalyzes the formation of 2-hydroxy-3-oxopropanoate (tartronate semialdehyde) from two molecules of glyoxylate	gene	gene5474	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5476
MSMEG_5477	MSMEG_5477		MSMEG_5477	5560599	5561513	-	2-hydroxy-3-oxopropionate reductase	identified by match to protein family HMM PF03446%3B match to protein family HMM PF03807%3B match to protein family HMM TIGR01505	gene	gene5475	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5477
MSMEG_5478	MSMEG_5478		MSMEG_5478	5561544	5562377	-	hydroxypyruvate isomerase	identified by similarity to SP:P30147%3B match to protein family HMM PF01261	gene	gene5476	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5478
MSMEG_5479	MSMEG_5479		MSMEG_5479	5562618	5562938	+	type I antifreeze protein	identified by match to protein family HMM TIGR02605	gene	gene5477	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5479
MSMEG_5480	MSMEG_5480		MSMEG_5480	5563661	5563867	-	hypothetical protein		gene	gene5479	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5480
MSMEG_5481	MSMEG_5481		MSMEG_5481	5563017	5563667	+	hypothetical protein		gene	gene5478	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5481
MSMEG_5482	MSMEG_5482	mscL	mscL	5564013	5564483	+	large-conductance mechanosensitive channel	forms homopentamer%3B channel that opens in response to pressure or hypoosmotic shock	gene	gene5480	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5482
MSMEG_5483	MSMEG_5483		MSMEG_5483	5564562	5565209	-	porin		gene	gene5481	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5483
MSMEG_5484	MSMEG_5484		MSMEG_5484	5565602	5565760	-	hypothetical protein		gene	gene5482	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5484
MSMEG_5485	MSMEG_5485		MSMEG_5485	5565920	5566456	-	molybdopterin biosynthesis protein	identified by match to protein family HMM PF00994%3B match to protein family HMM TIGR00177	gene	gene5483	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5485
MSMEG_5486	MSMEG_5486		MSMEG_5486	5566507	5567841	-	peptidase S1 and S6%2C chymotrypsin/Hap	identified by match to protein family HMM PF00089%3B match to protein family HMM PF00595	gene	gene5484	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5486
MSMEG_5487	MSMEG_5487		MSMEG_5487	5568015	5569535	-	sensor histidine kinase	identified by match to protein family HMM PF00512%3B match to protein family HMM PF00672%3B match to protein family HMM PF02518	gene	gene5485	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5487
MSMEG_5488	MSMEG_5488		MSMEG_5488	5569498	5570190	-	DNA-binding response regulator	identified by match to protein family HMM PF00072%3B match to protein family HMM PF00486	gene	gene5486	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5488
MSMEG_5489	MSMEG_5489	rpmF	rpmF	5570348	5570521	-	50S ribosomal protein L32	some L32 proteins have zinc finger motifs consisting of CXXC while others do not	gene	gene5487	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5489
MSMEG_5490	MSMEG_5490		MSMEG_5490	5570784	5572490	+	hypothetical protein	identified by match to protein family HMM PF07287	gene	gene5488	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5490
MSMEG_5491	MSMEG_5491		MSMEG_5491	5572487	5573635	+	acyl-CoA dehydrogenase	identified by match to protein family HMM PF00441%3B match to protein family HMM PF02770%3B match to protein family HMM PF02771%3B match to protein family HMM PF08028	gene	gene5489	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5491
MSMEG_5492	MSMEG_5492		MSMEG_5492	5573632	5575227	+	acetyl-CoA carboxylase carboxyltransferase	identified by match to protein family HMM PF01039	gene	gene5490	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5492
MSMEG_5493	MSMEG_5493		MSMEG_5493	5575327	5577273	+	acetyl-/propionyl-coenzyme A carboxylase subunit alpha	identified by match to protein family HMM PF00289%3B match to protein family HMM PF00364%3B match to protein family HMM PF02785%3B match to protein family HMM PF02786	gene	gene5491	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5493
MSMEG_5494	MSMEG_5494		MSMEG_5494	5577270	5578430	+	acyl-CoA dehydrogenase	identified by match to protein family HMM PF00441%3B match to protein family HMM PF02770%3B match to protein family HMM PF02771%3B match to protein family HMM PF08028	gene	gene5492	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5494
MSMEG_5495	MSMEG_5495		MSMEG_5495	5578430	5579197	+	enoyl-CoA hydratase	Catalyzes the reversible hydration of unsaturated fatty acyl-CoA to beta-hydroxyacyl-CoA	gene	gene5493	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5495
MSMEG_5496	MSMEG_5496		MSMEG_5496	5579234	5580490	+	MscS mechanosensitive ion channel	identified by match to protein family HMM PF00924	gene	gene5494	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5496
MSMEG_5497	MSMEG_5497		MSMEG_5497	5580542	5580670	+	hypothetical protein		gene	gene5495	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5497
MSMEG_5498	MSMEG_5498		MSMEG_5498	5580675	5581037	-	hypothetical protein		gene	gene5496	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5498
MSMEG_5499	MSMEG_5499		MSMEG_5499	5581091	5581405	-	hypothetical protein		gene	gene5497	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5499
MSMEG_5500	MSMEG_5500		MSMEG_5500	5581863	5582015	-	hypothetical protein		gene	gene5498	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5500
MSMEG_5501	MSMEG_5501		MSMEG_5501	5582007	5584286	+	hypothetical protein		gene	gene5499	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5501
MSMEG_5502	MSMEG_5502		MSMEG_5502	5584716	5586893	+	hypothetical protein		gene	gene5500	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5502
MSMEG_5503	MSMEG_5503		MSMEG_5503	5587465	5588505	+	hypothetical protein		gene	gene5501	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5503
MSMEG_5504	MSMEG_5504		MSMEG_5504	5588558	5589319	+	hypothetical protein	identified by match to protein family HMM PF01073%3B match to protein family HMM PF01370%3B match to protein family HMM PF02719%3B match to protein family HMM PF04321%3B match to protein family HMM PF05368	gene	gene5502	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5504
MSMEG_5505	MSMEG_5505		MSMEG_5505	5589415	5589999	+	hypothetical protein	identified by match to protein family HMM PF08044	gene	gene5503	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5505
MSMEG_5506	MSMEG_5506		MSMEG_5506	5590070	5590582	-	hypothetical protein		gene	gene5504	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5506
MSMEG_5507	MSMEG_5507		MSMEG_5507	5590921	5592249	-	hypothetical protein		gene	gene5505	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5507
MSMEG_5508	MSMEG_5508		MSMEG_5508	5593079	5594662	-	alkaline phosphatase	identified by match to protein family HMM PF00245%3B match to protein family HMM TIGR01409	gene	gene5506	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5508
MSMEG_5509	MSMEG_5509		MSMEG_5509	5594766	5595632	+	hypothetical protein		gene	gene5507	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5509
MSMEG_5510	MSMEG_5510		MSMEG_5510	5595683	5596530	-		conserved hypothetical protein%3B this gene contains a frame shift which is not the result of sequencing error	gene	gene5508	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5510
MSMEG_5511	MSMEG_5511		MSMEG_5511	5596653	5598653	-	von Willebrand factor A		gene	gene5509	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5511
MSMEG_5512	MSMEG_5512		MSMEG_5512	5598646	5600031	-	magnesium chelatase		gene	gene5510	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5512
MSMEG_5513	MSMEG_5513		MSMEG_5513	5600142	5601998	+	serine/threonine protein kinase	identified by match to protein family HMM PF00069	gene	gene5511	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5513
MSMEG_5514	MSMEG_5514		MSMEG_5514	5602005	5602658	-	hypothetical protein		gene	gene5512	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5514
MSMEG_5515	MSMEG_5515	purH	purH	5602692	5604275	-	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	involved in de novo purine biosynthesis	gene	gene5513	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5515
MSMEG_5516	MSMEG_5516	purN	purN	5604286	5604897	-	phosphoribosylglycinamide formyltransferase	glycinamide ribonucleotide transformylase%3B GAR Tfase%3B catalyzes the synthesis of 5'-phosphoribosylformylglycinamide from 5'-phosphoribosylglycinamide and 10-formyltetrahydrofolate%3B PurN requires formyl folate for the reaction unlike PurT which uses formate	gene	gene5514	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5516
MSMEG_5517	MSMEG_5517		MSMEG_5517	5604926	5606389	-	hypothetical protein		gene	gene5515	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5517
MSMEG_5518	MSMEG_5518		MSMEG_5518	5606450	5607349	-	antigen 34 kDa		gene	gene5516	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5518
MSMEG_5519	MSMEG_5519		MSMEG_5519	5607496	5608626	-	monooxygenase	identified by match to protein family HMM PF00296	gene	gene5517	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5519
MSMEG_5520	MSMEG_5520		MSMEG_5520	5608770	5609618	+	hypothetical protein	identified by match to protein family HMM PF00296	gene	gene5518	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5520
MSMEG_5521	MSMEG_5521		MSMEG_5521	5609621	5611144	-	acetyl-CoA acetyltransferase	Catalyzes the synthesis of acetoacetyl coenzyme A from two molecules of acetyl coenzyme A. It can also act as a thiolase%2C catalyzing the reverse reaction and generating two-carbon units from the four-carbon product of fatty acid oxidation	gene	gene5519	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5521
MSMEG_5522	MSMEG_5522		MSMEG_5522	5611326	5611943	+	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene5520	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5522
MSMEG_5523	MSMEG_5523		MSMEG_5523	5612016	5613869	+	peptidase	identified by match to protein family HMM PF00326%3B match to protein family HMM PF02129	gene	gene5521	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5523
MSMEG_5524	MSMEG_5524	sucD	sucD	5613938	5614840	-	succinyl-CoA synthetase subunit alpha	Catalyzes the only substrate-level phosphorylation in the TCA cycle	gene	gene5522	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5524
MSMEG_5525	MSMEG_5525	sucC	sucC	5614853	5616016	-	succinyl-CoA synthetase subunit beta	catalyzes the interconversion of succinyl-CoA and succinate	gene	gene5523	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5525
MSMEG_5526	MSMEG_5526		MSMEG_5526	5616372	5617415	+	peptidoglycan-binding LysM	identified by match to protein family HMM PF01551	gene	gene5524	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5526
MSMEG_5527	MSMEG_5527		MSMEG_5527	5617416	5618099	+	hypothetical protein		gene	gene5525	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5527
MSMEG_5528	MSMEG_5528		MSMEG_5528	5618136	5618255	-	hypothetical protein		gene	gene5526	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5528
MSMEG_5529	MSMEG_5529		MSMEG_5529	5618274	5619242	+	hypothetical protein		gene	gene5527	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5529
MSMEG_5530	MSMEG_5530		MSMEG_5530	5619221	5620093	+	aliphatic sulfonates transport permease SsuC	identified by match to protein family HMM PF00528	gene	gene5528	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5530
MSMEG_5531	MSMEG_5531		MSMEG_5531	5620090	5620818	+	ABC transporter ATP-binding protein	identified by match to protein family HMM PF00005	gene	gene5529	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5531
